##### LOG PROGRAM #####
2022-10-04 18:14:52 : Eror di cek absen create table if not exists absenglslp012020 like absen
2022-10-04 18:14:52 : eror di tombol button
2022-10-04 18:50:35 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-17' and  a.shop='T23D'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:50:40 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-17' and  a.shop='T83Q'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:50:47 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-17' and  a.shop='TAAP'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:50:51 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-17' and  a.shop='TB4Z'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:50:58 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-17' and  a.shop='TC27'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:51:02 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-17' and  a.shop='TC98'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:51:10 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-17' and  a.shop='TF9C'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:51:17 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-17' and  a.shop='TGLL'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:51:22 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-17' and  a.shop='THGJ'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:51:26 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-17' and  a.shop='TIFI'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:51:32 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-17' and  a.shop='TL61'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:51:40 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-17' and  a.shop='TOD7'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:51:46 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-17' and  a.shop='TPT4'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:51:50 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-17' and  a.shop='TS9M'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:51:56 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-17' and  a.shop='TTDR'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:52:03 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-18' and  a.shop='F287'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:52:09 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-18' and  a.shop='T00C'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:52:17 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-18' and  a.shop='T07B'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:52:21 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-18' and  a.shop='T23D'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:52:26 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-18' and  a.shop='T83Q'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:52:31 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-18' and  a.shop='TAAP'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:52:36 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-18' and  a.shop='TB4Z'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:52:45 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-18' and  a.shop='TC27'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:52:50 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-18' and  a.shop='TC98'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:52:57 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-18' and  a.shop='TF9C'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:53:06 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-18' and  a.shop='TGLL'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:53:11 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-18' and  a.shop='THGJ'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:53:24 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-18' and  a.shop='TIFI'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:53:34 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-18' and  a.shop='TL61'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:53:43 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-18' and  a.shop='TOD7'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:53:52 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-18' and  a.shop='TPT4'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:53:59 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-18' and  a.shop='TS9M'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:54:07 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-18' and  a.shop='TTDR'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:54:13 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-19' and  a.shop='F287'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
2022-10-04 18:54:58 : eror di replace slsreplace   into `rekapsls012020`(shop,nama,tanggal,salesgross,salesnet,saleshpp,struk,tglupd)  SELECT a.shop,b.nama,a.TANGGAL,SUM(if(a.RTYPE='J',a.GROSS,(a.GROSS)*-1)) AS salesgross,SUM(if(a.RTYPE='J',a.GROSS-a.ppn,(a.gross-a.ppn)*-1)) AS salesnet,SUM(if(a.RTYPE='J',a.HPP*a.QTY,a.HPP*a.QTY*-1)) AS saleshpp,'' AS struk,CURDATE() FROM  DT_012020 a LEFT JOIN shop b ON a.shop=b.kode  WHERE a.`tanggal`='2020-01-19' and  a.shop='T00C'  AND a.CAT_COD not in (select catcod from tblvir)  AND PRDCD NOT IN(select plu from plu_kecuali)  GROUP BY a.SHOP,a.TANGGAL;
